image_path,place_name,lat,lon,severity
valid/images/img-43_jpg.rf.328d7c03cb91b1ee56a1bc6ab036a298.jpg,Railway Station Road,17.735000,83.305000,Small
valid/images/img-146_jpg.rf.2e88160fb02a1b63b1b2e03daf168aee.jpg,Siripuram Junction,17.713000,83.320000,Medium
train/images/img-502_jpg.rf.6ca14a2dbbdbef79d541c9b3cd39f110.jpg,Poorna Market Road,17.712500,83.305500,Small
train/images/Japan_001667.jpg,Beach Road RK Beach,17.713000,83.341000,Medium
train/images/Norway_000145.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Small
train/images/G0029947.jpg,Beach Road MVP,17.747000,83.354000,Medium
train/images/img-1365_jpg.rf.8d2a5f38fd476372abed22451e729d30.jpg,Beach Road Rushikonda,17.796900,83.384200,Medium
valid/images/G0011938.jpg,Gajuwaka Junction,17.700400,83.216800,Medium
train/images/img-586_jpg.rf.c599e62337598393ee94ecae83a5328a.jpg,Kurmannapalem Road,17.689900,83.169300,Small
train/images/Norway_000440.jpg,Kancharapalem Road,17.743000,83.245000,Medium
train/images/India_006595.jpg,Pedagantyada Road,17.664000,83.206000,Small
train/images/G0145175.jpg,Seethammadhara Road,17.743000,83.323000,Medium
train/images/G0016692.jpg,MVP Colony Road,17.748000,83.338000,Medium
train/images/India_005269.jpg,Venkojipalem Road,17.750000,83.327000,Medium
train/images/Japan_007345.jpg,Sabbavaram Road,17.822000,83.103000,Small
train/images/G0030675.jpg,Anandapuram Junction,17.903300,83.362500,Small
train/images/G0026519.jpg,NH16 Near Madhurawada,17.870000,83.352000,Medium
train/images/India_003318.jpg,NH16 Near Yendada,17.845000,83.338000,Small
train/images/Japan_001215.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Medium
train/images/G0090230.jpg,Hanumanthawaka Junction,17.760900,83.318800,Small
train/images/Japan_000017.jpg,Maddilapalem Junction,17.734100,83.318100,Large
train/images/G0041119.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Small
train/images/Japan_011374.jpg,Railway Station Road,17.735000,83.305000,Small
train/images/G0073887.jpg,Siripuram Junction,17.713000,83.320000,Medium
train/images/img-401_jpg.rf.e3fe79f6f1c41b1dd0ce8ea904b39401.jpg,Poorna Market Road,17.712500,83.305500,Medium
train/images/img-547_jpg.rf.8dd4b5b2099318a1bb39ad348cbe0576.jpg,Beach Road RK Beach,17.713000,83.341000,Small
train/images/G0348189.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Small
train/images/India_001596.jpg,Beach Road MVP,17.747000,83.354000,Small
train/images/img-282_jpg.rf.a0ac2a228cf0edb961017e538356b5af.jpg,Beach Road Rushikonda,17.796900,83.384200,Medium
train/images/India_007604.jpg,Gajuwaka Junction,17.700400,83.216800,Large
train/images/Japan_007683.jpg,Kurmannapalem Road,17.689900,83.169300,Medium
train/images/G0064572.jpg,Kancharapalem Road,17.743000,83.245000,Small
train/images/Czech_002365.jpg,Pedagantyada Road,17.664000,83.206000,Large
train/images/India_003126.jpg,Seethammadhara Road,17.743000,83.323000,Medium
train/images/United_States_004275.jpg,MVP Colony Road,17.748000,83.338000,Small
train/images/India_007034.jpg,Venkojipalem Road,17.750000,83.327000,Large
train/images/Japan_012839.jpg,Sabbavaram Road,17.822000,83.103000,Large
train/images/G0067064.jpg,Anandapuram Junction,17.903300,83.362500,Small
train/images/Japan_001526.jpg,NH16 Near Madhurawada,17.870000,83.352000,Small
train/images/Japan_011328.jpg,NH16 Near Yendada,17.845000,83.338000,Small
train/images/India_006502.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Large
valid/images/G0011877.jpg,Hanumanthawaka Junction,17.760900,83.318800,Small
train/images/Japan_002301.jpg,Maddilapalem Junction,17.734100,83.318100,Small
train/images/Japan_008714.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Medium
train/images/G0052912.jpg,Railway Station Road,17.735000,83.305000,Medium
train/images/Japan_008804.jpg,Siripuram Junction,17.713000,83.320000,Large
valid/images/G0011661.jpg,Poorna Market Road,17.712500,83.305500,Small
train/images/G0089519.jpg,Beach Road RK Beach,17.713000,83.341000,Large
valid/images/img-74_jpg.rf.b6a7c408ac473908998a74a364e61587.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Medium
train/images/G0028285.jpg,Beach Road MVP,17.747000,83.354000,Small
train/images/Japan_009663.jpg,Beach Road Rushikonda,17.796900,83.384200,Small
train/images/img-1472_jpg.rf.524781ccc0820e7de3842f6759c65d2f.jpg,Gajuwaka Junction,17.700400,83.216800,Medium
train/images/India_008188.jpg,Kurmannapalem Road,17.689900,83.169300,Medium
train/images/Japan_010350.jpg,Kancharapalem Road,17.743000,83.245000,Small
train/images/India_006325.jpg,Pedagantyada Road,17.664000,83.206000,Small
train/images/China_MotorBike_000651.jpg,Seethammadhara Road,17.743000,83.323000,Small
train/images/Norway_005104.jpg,MVP Colony Road,17.748000,83.338000,Medium
train/images/G0064139.jpg,Venkojipalem Road,17.750000,83.327000,Large
valid/images/G0011619.jpg,Sabbavaram Road,17.822000,83.103000,Large
train/images/G0032754.jpg,Anandapuram Junction,17.903300,83.362500,Medium
train/images/img-121_jpg.rf.d202af2960b0bb1928539a6fcb3cdbfd.jpg,NH16 Near Madhurawada,17.870000,83.352000,Small
train/images/India_003879.jpg,NH16 Near Yendada,17.845000,83.338000,Small
train/images/India_000475.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Medium
train/images/G0064034.jpg,Hanumanthawaka Junction,17.760900,83.318800,Small
train/images/img-70_jpg.rf.c64a3fa4382e8482aa49dd4c38c7012b.jpg,Maddilapalem Junction,17.734100,83.318100,Large
train/images/China_MotorBike_000419.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Medium
valid/images/img-94_jpg.rf.1e682038e4cad99a47d4f47be7051a78.jpg,Railway Station Road,17.735000,83.305000,Small
train/images/India_008263.jpg,Siripuram Junction,17.713000,83.320000,Large
train/images/G0027891.jpg,Poorna Market Road,17.712500,83.305500,Small
train/images/Norway_008140.jpg,Beach Road RK Beach,17.713000,83.341000,Medium
train/images/India_006368.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Small
train/images/img-519_jpg.rf.6ba359e3644a97cd8bffee4cf4a10ea2.jpg,Beach Road MVP,17.747000,83.354000,Small
train/images/Japan_009481.jpg,Beach Road Rushikonda,17.796900,83.384200,Medium
valid/images/G0011525.jpg,Gajuwaka Junction,17.700400,83.216800,Medium
train/images/Japan_003803.jpg,Kurmannapalem Road,17.689900,83.169300,Large
train/images/Japan_007900.jpg,Kancharapalem Road,17.743000,83.245000,Medium
train/images/G0257074.jpg,Pedagantyada Road,17.664000,83.206000,Small
train/images/G0066963.jpg,Seethammadhara Road,17.743000,83.323000,Medium
train/images/China_MotorBike_001535.jpg,MVP Colony Road,17.748000,83.338000,Small
train/images/G0090364.jpg,Venkojipalem Road,17.750000,83.327000,Small
train/images/img-630_jpg.rf.daa4c95b49226642dd5f9fa9d0d5b857.jpg,Sabbavaram Road,17.822000,83.103000,Medium
train/images/Japan_008954.jpg,Anandapuram Junction,17.903300,83.362500,Medium
train/images/img-1330_jpg.rf.dab7b971484b543ac9667fb4727e7cf1.jpg,NH16 Near Madhurawada,17.870000,83.352000,Small
train/images/img-1455_jpg.rf.99e539cf03e5483989399e950538cc15.jpg,NH16 Near Yendada,17.845000,83.338000,Medium
valid/images/G0011610.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Small
train/images/China_MotorBike_001449.jpg,Hanumanthawaka Junction,17.760900,83.318800,Medium
train/images/img-1009_jpg.rf.bc04e1389f0e4ef643e18192971a075e.jpg,Maddilapalem Junction,17.734100,83.318100,Large
train/images/Japan_009494.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Medium
train/images/Japan_010944.jpg,Railway Station Road,17.735000,83.305000,Small
train/images/G0028544.jpg,Siripuram Junction,17.713000,83.320000,Small
train/images/G0030529.jpg,Poorna Market Road,17.712500,83.305500,Small
train/images/G0064442.jpg,Beach Road RK Beach,17.713000,83.341000,Small
train/images/G0031530.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Small
train/images/img-301_jpg.rf.51e9d06820d0d552e497d66f5981e7a1.jpg,Beach Road MVP,17.747000,83.354000,Medium
train/images/img-433_jpg.rf.3e3f8c9689f1e9f3068c86c1c0295c8f.jpg,Beach Road Rushikonda,17.796900,83.384200,Medium
train/images/G0028334.jpg,Gajuwaka Junction,17.700400,83.216800,Medium
train/images/Japan_008280.jpg,Kurmannapalem Road,17.689900,83.169300,Small
train/images/G0204935.jpg,Kancharapalem Road,17.743000,83.245000,Small
train/images/India_007484.jpg,Pedagantyada Road,17.664000,83.206000,Large
train/images/G0089362.jpg,Seethammadhara Road,17.743000,83.323000,Medium
train/images/India_006411.jpg,MVP Colony Road,17.748000,83.338000,Medium
train/images/G0101486.jpg,Venkojipalem Road,17.750000,83.327000,Medium
train/images/G0066888.jpg,Sabbavaram Road,17.822000,83.103000,Small
train/images/Japan_008721.jpg,Anandapuram Junction,17.903300,83.362500,Large
train/images/United_States_003661.jpg,NH16 Near Madhurawada,17.870000,83.352000,Medium
train/images/G0089827.jpg,NH16 Near Yendada,17.845000,83.338000,Small
train/images/img-1164_jpg.rf.d01ca0788b9b91e370020e61caf6bc43.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Small
valid/images/G0011983.jpg,Hanumanthawaka Junction,17.760900,83.318800,Medium
train/images/Japan_002902.jpg,Maddilapalem Junction,17.734100,83.318100,Medium
train/images/G0016232.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Large
train/images/Japan_003859.jpg,Railway Station Road,17.735000,83.305000,Large
train/images/img-74_jpg.rf.bbb7822c260ad0c8f9f4e361c534329c.jpg,Siripuram Junction,17.713000,83.320000,Medium
train/images/Japan_005260.jpg,Poorna Market Road,17.712500,83.305500,Small
train/images/G0066589.jpg,Beach Road RK Beach,17.713000,83.341000,Medium
train/images/G0031370.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Medium
train/images/India_004461.jpg,Beach Road MVP,17.747000,83.354000,Small
valid/images/img-55_jpg.rf.9b5123ba7fa919ae64fc02d6597bb845.jpg,Beach Road Rushikonda,17.796900,83.384200,Medium
train/images/Japan_009697.jpg,Gajuwaka Junction,17.700400,83.216800,Large
train/images/Japan_009174.jpg,Kurmannapalem Road,17.689900,83.169300,Small
train/images/G0287651.jpg,Kancharapalem Road,17.743000,83.245000,Medium
train/images/G0028547.jpg,Pedagantyada Road,17.664000,83.206000,Large
train/images/img-1100_jpg.rf.eb7c8a2834fb3c349144738e05806c16.jpg,Seethammadhara Road,17.743000,83.323000,Small
valid/images/img-40_jpg.rf.80b05d1760d1169f29d5fd2cf3120ae9.jpg,MVP Colony Road,17.748000,83.338000,Small
train/images/img-258_jpg.rf.e8fb0662316d1be8867dd41fbee5ddde.jpg,Venkojipalem Road,17.750000,83.327000,Medium
train/images/G0016690.jpg,Sabbavaram Road,17.822000,83.103000,Small
train/images/img-182_jpg.rf.4a3748ca6898a245a5474d963734c12f.jpg,Anandapuram Junction,17.903300,83.362500,Large
valid/images/G0011771.jpg,NH16 Near Madhurawada,17.870000,83.352000,Medium
train/images/img-25_jpg.rf.06ba36f4b3e07cd7684b84722d00770a.jpg,NH16 Near Yendada,17.845000,83.338000,Medium
train/images/G0028270.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Small
train/images/img-471_jpg.rf.fbadb2fbf6289251aa19248169f4b835.jpg,Hanumanthawaka Junction,17.760900,83.318800,Small
valid/images/G0011863.jpg,Maddilapalem Junction,17.734100,83.318100,Large
train/images/img-1378_jpg.rf.1f80e4186406490cf12f1c6d70c4f889.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Large
train/images/Japan_006262.jpg,Railway Station Road,17.735000,83.305000,Small
train/images/India_006239.jpg,Siripuram Junction,17.713000,83.320000,Medium
train/images/India_000921.jpg,Poorna Market Road,17.712500,83.305500,Medium
train/images/G0028198.jpg,Beach Road RK Beach,17.713000,83.341000,Small
train/images/G0064674.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Small
valid/images/G0011948.jpg,Beach Road MVP,17.747000,83.354000,Large
train/images/G0028597.jpg,Beach Road Rushikonda,17.796900,83.384200,Medium
train/images/G0027801.jpg,Gajuwaka Junction,17.700400,83.216800,Large
train/images/India_004880.jpg,Kurmannapalem Road,17.689900,83.169300,Medium
train/images/China_MotorBike_000755.jpg,Kancharapalem Road,17.743000,83.245000,Small
train/images/Japan_002379.jpg,Pedagantyada Road,17.664000,83.206000,Small
train/images/India_002946.jpg,Seethammadhara Road,17.743000,83.323000,Large
train/images/India_003272.jpg,MVP Colony Road,17.748000,83.338000,Small
train/images/India_005343.jpg,Venkojipalem Road,17.750000,83.327000,Medium
train/images/India_001006.jpg,Sabbavaram Road,17.822000,83.103000,Small
train/images/G0030139.jpg,Anandapuram Junction,17.903300,83.362500,Small
train/images/India_003776.jpg,NH16 Near Madhurawada,17.870000,83.352000,Medium
train/images/G0031660.jpg,NH16 Near Yendada,17.845000,83.338000,Medium
train/images/img-227_jpg.rf.4e7fd2692cefbe4e52f4198d7f8e89ff.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Small
valid/images/G0011244.jpg,Hanumanthawaka Junction,17.760900,83.318800,Small
train/images/Japan_007121.jpg,Maddilapalem Junction,17.734100,83.318100,Small
train/images/G0052464.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Medium
train/images/Japan_006103.jpg,Railway Station Road,17.735000,83.305000,Medium
train/images/img-1015_jpg.rf.909bdd1d71ace4c05a94db84dc93625d.jpg,Siripuram Junction,17.713000,83.320000,Small
train/images/G0105208.jpg,Poorna Market Road,17.712500,83.305500,Small
train/images/Japan_010769.jpg,Beach Road RK Beach,17.713000,83.341000,Small
train/images/img-497_jpg.rf.2c64d54e6604c392b9fc468079a62835.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Medium
valid/images/G0011488.jpg,Beach Road MVP,17.747000,83.354000,Large
train/images/img-165_jpg.rf.a4b4be5d004a62f1bbf126232edb2785.jpg,Beach Road Rushikonda,17.796900,83.384200,Small
train/images/China_Drone_000998.jpg,Gajuwaka Junction,17.700400,83.216800,Small
train/images/Japan_001919.jpg,Kurmannapalem Road,17.689900,83.169300,Medium
train/images/China_MotorBike_001819.jpg,Kancharapalem Road,17.743000,83.245000,Medium
train/images/img-367_jpg.rf.299c5300a46524bfd3b2ae5e2a7398e8.jpg,Pedagantyada Road,17.664000,83.206000,Medium
train/images/img-348_jpg.rf.7f69a937375f8585653476522d546025.jpg,Seethammadhara Road,17.743000,83.323000,Small
train/images/G0063493.jpg,MVP Colony Road,17.748000,83.338000,Large
train/images/img-479_jpg.rf.68af46ff65675c6673f7ab2b3ffffef5.jpg,Venkojipalem Road,17.750000,83.327000,Small
valid/images/img-107_jpg.rf.047c32191fcb8b9394b556bc28d86b17.jpg,Sabbavaram Road,17.822000,83.103000,Small
train/images/India_001680.jpg,Anandapuram Junction,17.903300,83.362500,Small
train/images/G0094454.jpg,NH16 Near Madhurawada,17.870000,83.352000,Medium
valid/images/G0011616.jpg,NH16 Near Yendada,17.845000,83.338000,Small
train/images/img-466_jpg.rf.7048299d4afb9d58f9bdbb2ebc74ae85.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Large
train/images/G0067011.jpg,Hanumanthawaka Junction,17.760900,83.318800,Small
train/images/img-420_jpg.rf.3e311b9bdc9b3932e270f5402d4e4529.jpg,Maddilapalem Junction,17.734100,83.318100,Medium
train/images/G0028932.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Medium
train/images/India_005258.jpg,Railway Station Road,17.735000,83.305000,Medium
train/images/img-3_jpg.rf.64d155e488ceaac83020a728ca1f70d1.jpg,Siripuram Junction,17.713000,83.320000,Large
train/images/India_000628.jpg,Poorna Market Road,17.712500,83.305500,Large
train/images/India_003864.jpg,Beach Road RK Beach,17.713000,83.341000,Medium
valid/images/img-89_jpg.rf.43e158edda9f92521ffc3510bcf51b21.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Small
train/images/G0064406.jpg,Beach Road MVP,17.747000,83.354000,Small
train/images/Czech_002585.jpg,Beach Road Rushikonda,17.796900,83.384200,Medium
train/images/G0066263.jpg,Gajuwaka Junction,17.700400,83.216800,Small
train/images/G0052165.jpg,Kurmannapalem Road,17.689900,83.169300,Small
train/images/G0089515.jpg,Kancharapalem Road,17.743000,83.245000,Large
train/images/China_Drone_000451.jpg,Pedagantyada Road,17.664000,83.206000,Small
train/images/India_008223.jpg,Seethammadhara Road,17.743000,83.323000,Medium
train/images/India_001491.jpg,MVP Colony Road,17.748000,83.338000,Small
train/images/G0066592.jpg,Venkojipalem Road,17.750000,83.327000,Small
train/images/G0064546.jpg,Sabbavaram Road,17.822000,83.103000,Small
train/images/China_MotorBike_001607.jpg,Anandapuram Junction,17.903300,83.362500,Small
valid/images/img-80_jpg.rf.0589b7cb620ad10d89d24bfed103753a.jpg,NH16 Near Madhurawada,17.870000,83.352000,Medium
train/images/G0089163.jpg,NH16 Near Yendada,17.845000,83.338000,Small
train/images/India_009129.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Small
train/images/img-1490_jpg.rf.6124903971ababd0f05b9c46bafb1d1c.jpg,Hanumanthawaka Junction,17.760900,83.318800,Medium
train/images/India_006794.jpg,Maddilapalem Junction,17.734100,83.318100,Small
train/images/G0066980.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Small
train/images/India_000970.jpg,Railway Station Road,17.735000,83.305000,Medium
train/images/G0064431.jpg,Siripuram Junction,17.713000,83.320000,Small
train/images/India_001902.jpg,Poorna Market Road,17.712500,83.305500,Small
train/images/United_States_000062.jpg,Beach Road RK Beach,17.713000,83.341000,Medium
train/images/G0067046.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Medium
train/images/Norway_004896.jpg,Beach Road MVP,17.747000,83.354000,Small
train/images/G0064826.jpg,Beach Road Rushikonda,17.796900,83.384200,Large
train/images/G0027630.jpg,Gajuwaka Junction,17.700400,83.216800,Small
train/images/img-629_jpg.rf.fa98ba6e30797471aef7a9b74612cae4.jpg,Kurmannapalem Road,17.689900,83.169300,Large
train/images/Japan_000449.jpg,Kancharapalem Road,17.743000,83.245000,Small
valid/images/G0011528.jpg,Pedagantyada Road,17.664000,83.206000,Medium
train/images/China_MotorBike_001084.jpg,Seethammadhara Road,17.743000,83.323000,Medium
train/images/Japan_001524.jpg,MVP Colony Road,17.748000,83.338000,Large
train/images/India_007342.jpg,Venkojipalem Road,17.750000,83.327000,Medium
train/images/India_000127.jpg,Sabbavaram Road,17.822000,83.103000,Small
valid/images/G0011966.jpg,Anandapuram Junction,17.903300,83.362500,Large
valid/images/G0011702.jpg,NH16 Near Madhurawada,17.870000,83.352000,Large
train/images/G0088815.jpg,NH16 Near Yendada,17.845000,83.338000,Small
train/images/India_003063.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Large
train/images/India_005285.jpg,Hanumanthawaka Junction,17.760900,83.318800,Small
train/images/G0257071.jpg,Maddilapalem Junction,17.734100,83.318100,Medium
train/images/G0066597.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Small
train/images/img-635_jpg.rf.d927a354594cf6149884c5be3e1823b4.jpg,Railway Station Road,17.735000,83.305000,Small
train/images/Czech_000814.jpg,Siripuram Junction,17.713000,83.320000,Small
train/images/img-1038_jpg.rf.43044a9b145e56828cc8df20eda24317.jpg,Poorna Market Road,17.712500,83.305500,Medium
valid/images/img-86_jpg.rf.d43a3c8ce39115f94e2a3704f88d52b1.jpg,Beach Road RK Beach,17.713000,83.341000,Medium
train/images/Japan_007679.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Medium
train/images/img-1181_jpg.rf.0eb219a5f79af78767ab6288d2f19561.jpg,Beach Road MVP,17.747000,83.354000,Large
valid/images/G0011570.jpg,Beach Road Rushikonda,17.796900,83.384200,Small
train/images/G0065252.jpg,Gajuwaka Junction,17.700400,83.216800,Small
train/images/United_States_002719.jpg,Kurmannapalem Road,17.689900,83.169300,Medium
train/images/G0028506.jpg,Kancharapalem Road,17.743000,83.245000,Medium
train/images/img-1084_jpg.rf.52098039faa7681bd43039e8087fe59e.jpg,Pedagantyada Road,17.664000,83.206000,Small
train/images/Japan_012943.jpg,Seethammadhara Road,17.743000,83.323000,Small
train/images/India_003029.jpg,MVP Colony Road,17.748000,83.338000,Large
train/images/G0088802.jpg,Venkojipalem Road,17.750000,83.327000,Medium
train/images/India_000466.jpg,Sabbavaram Road,17.822000,83.103000,Small
train/images/G0144760.jpg,Anandapuram Junction,17.903300,83.362500,Large
train/images/India_009226.jpg,NH16 Near Madhurawada,17.870000,83.352000,Small
train/images/Japan_002048.jpg,NH16 Near Yendada,17.845000,83.338000,Small
train/images/China_MotorBike_001437.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Medium
train/images/img-1192_jpg.rf.84f069433d07cd7b7dffc0324f4c7354.jpg,Hanumanthawaka Junction,17.760900,83.318800,Medium
train/images/India_007418.jpg,Maddilapalem Junction,17.734100,83.318100,Small
train/images/India_001989.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Large
train/images/img-480_jpg.rf.5878d6196e07fb3c99a93ed5dfe3f272.jpg,Railway Station Road,17.735000,83.305000,Medium
train/images/G0090166.jpg,Siripuram Junction,17.713000,83.320000,Small
train/images/img-650_jpg.rf.e88805e59a7f1cc913add78a3fbc5021.jpg,Poorna Market Road,17.712500,83.305500,Small
train/images/G0027992.jpg,Beach Road RK Beach,17.713000,83.341000,Medium
train/images/G0064487.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Small
train/images/G0064499.jpg,Beach Road MVP,17.747000,83.354000,Large
train/images/India_001465.jpg,Beach Road Rushikonda,17.796900,83.384200,Medium
train/images/G0028640.jpg,Gajuwaka Junction,17.700400,83.216800,Medium
train/images/India_006382.jpg,Kurmannapalem Road,17.689900,83.169300,Medium
train/images/Czech_001940.jpg,Kancharapalem Road,17.743000,83.245000,Large
train/images/India_000652.jpg,Pedagantyada Road,17.664000,83.206000,Medium
train/images/G0027849.jpg,Seethammadhara Road,17.743000,83.323000,Large
valid/images/G0011940.jpg,MVP Colony Road,17.748000,83.338000,Small
train/images/G0029980.jpg,Venkojipalem Road,17.750000,83.327000,Small
train/images/img-98_jpg.rf.667209472947ff4d519f65c6e206a7c3.jpg,Sabbavaram Road,17.822000,83.103000,Small
train/images/Japan_005117.jpg,Anandapuram Junction,17.903300,83.362500,Medium
train/images/India_003274.jpg,NH16 Near Madhurawada,17.870000,83.352000,Small
valid/images/G0011529.jpg,NH16 Near Yendada,17.845000,83.338000,Medium
valid/images/G0011562.jpg,NH16 Near Hanumanthawaka,17.820000,83.324000,Medium
train/images/Czech_000612.jpg,Hanumanthawaka Junction,17.760900,83.318800,Medium
train/images/India_003731.jpg,Maddilapalem Junction,17.734100,83.318100,Medium
train/images/G0066581.jpg,Dwaraka Nagar Junction,17.726000,83.303000,Small
train/images/img-1198_jpg.rf.2ea37c0253559bbc06f293bed46a6a88.jpg,Railway Station Road,17.735000,83.305000,Medium
train/images/img-797_jpg.rf.6993be270266b6ae78459f48038d9249.jpg,Siripuram Junction,17.713000,83.320000,Small
valid/images/img-137_jpg.rf.dbbf8edbc69e8ec999604def8f8a105b.jpg,Poorna Market Road,17.712500,83.305500,Medium
train/images/India_007074.jpg,Beach Road RK Beach,17.713000,83.341000,Medium
train/images/G0064014.jpg,Beach Road Lawson's Bay,17.730000,83.347000,Small
